0.59091,0.34325,0.85191,0.73446,0.99876,0.57832,0.77312,0.41755,0.27158,0.12605,0.34457,0.023375,0.56542,0.99198,0.41653,0.61335,0.21868,0.68236,0.36595,0.93635,0.18228,0.36103,0.48723,0.6496,0.96354,0.23258,0.14289,0.54718,0.67854,0.9938,0.83945,0.10587,0.77678,0.46089,0.87034,0.075262,0.058795,0.88165,0.68417,0.20232,0.54395,0.33616,0.47735,0.50187,0.27914,0.68348,0.99841,0.45249,0.40236,0.50865,0.39895,0.26311,0.48487,0.59415,0.58511,0.28181,0.57552,0.90379,0.45891,0.22279,0.51268,0.41285,0.28082,0.24484,0.81806,0.69389,0.16291,0.35561,0.31402,0.13855,0.94665,0.58284,0.88655,0.81196,0.80237,0.23001,0.98564,0.17305,0.94105,0.84342,0.15693,0.072045,0.47411,0.033936,0.26193,0.90832,0.58894,0.7223,0.35029,0.74128,0.84098,0.21125,0.074063,0.095417,0.81198,0.89764,0.27608,0.092906,0.38381,0.92963,0.91873,0.55265,0.5899,0.72945,0.56328,0.80016,0.86279,0.82675,0.83046,0.67951,0.65121,0.40218,0.59416,0.23019,0.96739,0.96541,0.59746,0.64461,0.47558,0.93927,0.48796,0.42877,0.30289,0.99094,0.51099,0.12284,0.46801,0.29268,0.19432,0.32709,0.10282,0.096959,0.71813,0.73413,0.16227,0.21608,0.49069,0.40786,0.41889,0.45372,0.9803,0.80774,0.52339,0.42318,0.26687,0.82457,0.36264,0.48308,0.46136,0.50617,0.98583,0.71387,0.30701,0.77205,0.80111,0.52262,0.46766,0.74859,0.39423,0.18659,0.13399,0.56246,0.021654,0.16258,0.41104,0.69315,0.90823,0.39825,0.60859,0.013422,0.25239,0.63677,0.84173,0.43608,0.68322,0.70687,0.51309,0.21163,0.16329,0.82514,0.87442,0.78016,0.85983,0.89423,0.5108,0.87293,0.77372,0.72892,0.29319,0.44455,0.24563,0.68208,0.39771,0.1408,0.61663,0.05263,0.13761,0.65641,0.26503,0.78585
0.22064,0.47458,0.23023,0.34629,0.53883,0.64707,0.36623,0.78868,0.77066,0.43388,0.16622,0.096272,0.78227,0.28393,0.42753,0.074638,0.064509,0.77891,0.044894,0.33366,0.067978,0.88597,0.6918,0.62965,0.10857,0.73113,0.15726,0.26685,0.85605,0.28412,0.94658,0.24624,0.6032,0.35303,0.85057,0.48512,0.5156,0.21199,0.069829,0.056613,0.64469,0.091051,0.85951,0.93601,0.31003,0.67939,0.69015,0.027196,0.19596,0.3982,0.50083,0.060121,0.77634,0.0082031,0.85853,0.65196,0.43284,0.39403,0.80671,0.9423,0.23006,0.010513,0.5967,0.53271,0.35444,0.82195,0.48588,0.81698,0.37194,0.46707,0.6275,0.31349,0.44209,0.061408,0.78506,0.38326,0.26756,0.47547,0.31273,0.70098,0.99817,0.87372,0.53444,0.13371,0.68749,0.73037,0.28051,0.025676,0.068179,0.018463,0.2348,0.9323,0.18235,0.8252,0.060486,0.75342,0.6499,0.23059,0.77232,0.40851,0.11987,0.28342,0.99403,0.23821,0.28268,0.56493,0.98207,0.26631,0.22729,0.01277,0.49603,0.10264,0.40768,0.57564,0.67348,0.62817,0.45598,0.4851,0.36974,0.36682,0.90818,0.11039,0.19105,0.057877,0.1649,0.0096566,0.80915,0.58189,0.24999,0.98818,0.063276,0.57276,0.90282,0.65193,0.027852,0.20268,0.83267,0.43707,0.42219,0.29443,0.6964,0.66652,0.56368,0.5699,0.46618,0.70622,0.4005,0.14272,0.22804,0.44709,0.96846,0.69005,0.057161,0.95696,0.49265,0.282,0.68262,0.77554,0.03855,0.56448,0.62006,0.72455,0.02981,0.009397,0.90116,0.1154,0.07631,0.34615,0.95861,0.5834,0.54001,0.19637,0.72985,0.56564,0.78935,0.29809,0.36298,0.29322,0.3219,0.091026,0.90648,0.84104,0.68294,0.47295,0.43523,0.77768,0.62281,0.78658,0.48994,0.97929,0.87749,0.43912,0.80403,0.97632,0.83487,0.73257,0.32741,0.85471,0.28946,0.3141
0.4815,0.34745,0.17439,0.069108,0.89721,0.63222,0.12679,0.14655,0.6005,0.25218,0.11024,0.88202,0.81414,0.096393,0.55925,0.77548,0.75892,0.090733,0.64995,0.99338,0.81736,0.26725,0.32705,0.94054,0.00070198,0.14825,0.80633,0.59893,0.26908,0.25835,0.41056,0.93553,0.60841,0.20884,0.35991,0.17421,0.85398,0.8037,0.86508,0.1206,0.24604,0.12621,0.41146,0.97651,0.87218,0.24227,0.067185,0.12795,0.57331,0.069606,0.12375,0.33814,0.35623,0.77592,0.17142,0.55269,0.34068,0.8899,0.6409,0.86168,0.42959,0.6138,0.16077,0.35991,0.81563,0.67965,0.433,0.76798,0.082963,0.34068,0.88606,0.4936,0.82214,0.91131,0.84783,0.23753,0.22082,0.53719,0.36806,0.12706,0.94198,0.90108,0.39288,0.85768,0.20038,0.32307,0.26911,0.89131,0.5861,0.87781,0.015328,0.94098,0.51614,0.35911,0.9613,0.24165,0.65704,0.65486,0.18849,0.44726,0.080746,0.90781,0.96382,0.47981,0.87929,0.52486,0.7826,0.95142,0.40617,0.91715,0.7667,0.26353,0.12434,0.0030454,0.50557,0.26485,0.63755,0.27993,0.76517,0.63219,0.4723,0.032793,0.33959,0.33345,0.63939,0.34345,0.92907,0.9516,0.32574,0.95965,0.9643,0.33594,0.71412,0.59079,0.8509,0.35078,0.2201,0.41437,0.24771,0.27071,0.65312,0.94918,0.050065,0.72224,0.42777,0.75336,0.69241,0.73787,0.91524,0.50514,0.91332,0.30377,0.20117,0.18176,0.56155,0.86763,0.60608,0.56679,0.75518,0.065034,0.38544,0.51251,0.94777,0.63146,0.86583,0.75563,0.28858,0.7647,0.43199,0.98821,0.86225,0.7971,0.0037287,0.86894,0.69019,0.36333,0.36559,0.76827,0.45028,0.99522,0.88314,0.91423,0.31839,0.1938,0.98033,0.22126,0.6423,0.88295,0.12612,0.80602,0.89772,0.2316,0.818,0.75609,0.84723,0.16255,0.51642,0.85034,0.68805,0.49845
0.28903,0.52179,0.16661,0.75708,0.72872,0.089791,0.8914,0.96857,0.85157,0.83311,0.57226,0.84784,0.99415,0.78748,0.49187,0.59868,0.64666,0.30919,0.37122,0.60375,0.68792,0.14084,0.3948,0.25711,0.67797,0.47004,0.96079,0.1219,0.71056,0.55834,0.8424,0.79819,0.81271,0.33969,0.096479,0.47607,0.35533,0.92459,0.91528,0.48575,0.9728,0.074242,0.0051452,0.65569,0.40608,0.4926,0.52113,0.2919,0.29999,0.0016168,0.9569,0.15468,0.74398,0.58559,0.35901,0.35648,0.062828,0.81071,0.21151,0.001641,0.85404,0.14901,0.36567,0.36084,0.25594,0.98482,0.42481,0.75808,0.10454,0.4012,0.76237,0.42622,0.45002,0.39405,0.60229,0.32093,0.93964,0.20655,0.50585,0.87662,0.095219,0.25216,0.53686,0.91778,0.6829,0.089128,0.38644,0.13627,0.85364,0.68035,0.78009,0.0029737,0.9517,0.78775,0.25057,0.86002,0.63379,0.69785,0.87371,0.28109,0.52032,0.5946,0.47273,0.54028,0.6074,0.44691,0.62278,0.61913,0.68592,0.22223,0.012718,0.87071,0.41399,0.91093,0.93469,0.23193,0.13356,0.56328,0.13855,0.029873,0.025835,0.46334,0.534,0.22049,0.9478,0.97167,0.31773,0.84322,0.095189,0.31467,0.13229,0.70815,0.97596,0.19924,0.1863,0.47235,0.92927,0.46305,0.97087,0.57909,0.51591,0.80713,0.30749,0.021996,0.077104,0.21937,0.35154,0.78343,0.68215,0.49928,0.32834,0.68032,0.72415,0.23372,0.71428,0.56568,0.65535,0.99253,0.19497,0.51636,0.97898,0.941,0.4853,0.58287,0.42685,0.39815,0.38743,0.42364,0.7787,0.94728,0.86791,0.30996,0.84775,0.19284,0.036832,0.94314,0.91786,0.33942,0.86007,0.57818,0.31992,0.54912,0.96415,0.93415,0.84607,0.24166,0.20351,0.32708,0.92129,0.80896,0.63424,0.26428,0.97051,0.24213,0.72021,0.066146,0.89129,0.62786,0.37729,0.46049
0.59529,0.41976,0.51663,0.76628,0.32183,0.98739,0.015121,0.32196,0.060379,0.20522,0.86958,0.90434,0.53039,0.75886,0.94773,0.96477,0.99039,0.36884,0.056911,0.46454,0.40201,0.10356,0.17245,0.70335,0.80884,0.67971,0.6382,0.1418,0.14968,0.28952,0.85405,0.29424,0.64461,0.067004,0.28673,0.45126,0.91098,0.3076,0.3593,0.34076,0.024456,0.87134,0.86245,0.89445,0.90242,0.15732,0.46362,0.41009,0.89763,0.070333,0.66899,0.28572,0.35602,0.98975,0.10305,0.66479,0.4239,0.87581,0.92066,0.13651,0.085365,0.99487,0.68743,0.082035,0.88674,0.64574,0.7253,0.67506,0.049632,0.017687,0.86449,0.61321,0.46416,0.70016,0.085897,9.9003e-05,0.96791,0.79495,0.86876,0.52,0.69723,0.73468,0.57515,0.22714,0.3787,0.072228,0.23676,0.091777,0.47633,0.85381,0.5986,0.23891,0.51836,0.61147,0.76343,0.24153,0.80442,0.59514,0.83351,0.77335,0.65834,0.012464,0.40777,0.040033,0.12395,0.036775,0.22472,0.21862,0.99372,0.15227,0.044927,0.56294,0.17581,0.50666,0.19026,0.73306,0.5133,0.90218,0.17547,0.81974,0.32129,0.3636,0.2562,0.8718,0.47322,0.26071,0.68236,0.66106,0.40242,0.28689,0.40515,0.0034303,0.8517,0.93234,0.19241,0.0068507,0.82624,0.22025,0.99424,0.5673,0.63787,0.2915,0.94763,0.32008,0.013631,0.043007,0.6792,0.064915,0.76036,0.18274,0.69956,0.69941,0.069412,0.063326,0.52753,0.9789,0.7806,0.81941,0.58898,0.14248,0.14819,0.58507,0.31785,0.26418,0.24085,0.5987,0.7922,0.23951,0.24019,0.43977,0.68616,0.72022,0.37274,0.58158,0.2637,0.23223,0.036874,0.80759,0.66034,0.15705,0.26595,0.80514,0.31524,0.51327,0.0022785,0.313,0.99611,0.58516,0.57871,0.7913,0.25677,0.94796,0.55859,0.06064,0.37902,0.41187,0.11075,0.41073,0.99787,0.18589
0.066511,0.044769,0.069222,0.86391,0.52525,0.42837,0.68696,0.41484,0.93205,0.58219,0.29193,0.46558,0.26072,0.36498,0.098726,0.026945,0.57736,0.36574,0.69102,0.45962,0.9559,0.56181,0.70548,0.52561,0.18954,0.99743,0.4024,0.55394,0.69545,0.39024,0.30936,0.23286,0.20514,0.53897,0.293,0.432,0.46838,0.060648,0.30729,0.53779,0.68879,0.77592,0.74163,0.17514,0.76881,0.67988,0.1326,0.95338,0.062753,0.91496,0.38833,0.20095,0.50199,0.03192,0.85482,0.66189,0.20007,0.35377,0.5549,0.78414,0.019442,0.12351,0.54763,0.3941,0.068421,0.0096078,0.78738,0.91527,0.87164,0.3024,0.70227,0.11708,0.91863,0.33572,0.76747,0.27738,0.60473,0.6389,0.056061,0.88543,0.57127,0.15718,0.43516,0.072112,0.50015,0.50178,0.75406,0.1291,0.015248,0.35396,0.53703,0.23079,0.13563,0.61017,0.45393,0.87027,0.51779,0.93661,0.34183,0.69442,0.46732,0.46053,0.34322,0.041672,0.15669,0.26474,0.12833,0.34037,0.95573,0.57617,0.55139,0.58715,0.4675,0.80146,0.85184,0.89686,0.62903,0.12432,0.5453,0.063162,0.041794,0.4696,0.21372,0.97884,0.0041112,0.36887,0.7544,0.58358,0.98174,0.66443,0.6236,0.38793,0.53929,0.91426,0.59028,0.49742,0.884,0.65453,0.45662,0.8169,0.45795,0.9175,0.22349,0.23219,0.60211,0.28793,0.59378,0.5015,0.52448,0.79428,0.75656,0.093782,0.16744,0.97169,0.93315,0.90376,0.26476,0.040023,0.010849,0.33182,0.12677,0.28753,0.04962,0.70426,0.69702,0.67239,0.72298,0.81707,0.26623,0.73051,0.1032,0.85662,0.068236,0.42779,0.35084,0.69754,0.54311,0.66084,0.52508,0.77602,0.53163,0.79553,0.97924,0.51563,0.99457,0.52623,0.23206,0.272,0.99353,0.2698,0.74889,0.46782,0.35153,0.45681,0.86682,0.80005,0.72413,0.077438,0.3022,0.052301
0.13692,0.85562,0.66078,0.83676,0.18302,0.32172,0.081535,0.16917,0.45126,0.93929,0.40962,0.36552,0.4413,0.34915,0.58381,0.33232,0.18382,0.62179,0.3324,0.34356,0.84856,0.66574,0.40398,0.29412,0.73421,0.73441,0.45115,0.69436,0.16659,0.7895,0.31768,0.22514,0.79761,0.72087,0.45317,0.69111,0.76649,0.70171,0.64516,0.12875,0.040353,0.83216,0.74024,0.36754,0.22517,0.65254,0.015289,0.41559,0.43015,0.36773,0.11402,0.4,0.52059,0.24404,0.41505,0.98208,0.19917,0.81937,0.54759,0.097848,0.31984,0.46085,0.59497,0.37541,0.24699,0.5449,0.63593,0.38749,0.013989,0.6677,0.12624,0.67922,0.0079235,0.070438,0.95907,0.13092,0.48473,0.026662,0.18857,0.25496,0.28505,0.83722,0.5256,0.23993,0.27375,0.074323,0.79145,0.1801,0.78387,0.40686,0.13881,0.62039,0.069991,0.65552,0.71007,0.84412,0.22324,0.47249,0.90207,0.34343,0.77624,0.51191,0.03137,0.97371,0.086109,0.056818,0.081739,0.298,0.28654,0.012,0.23781,0.09984,0.89534,0.64953,0.13524,0.70389,0.061565,0.18112,0.28779,0.46542,0.33008,0.62604,0.63674,0.73979,0.56322,0.64988,0.26053,0.42254,0.47445,0.043734,0.64193,0.35734,0.0096832,0.50949,0.95202,0.50837,0.071422,0.73864,0.51002,0.12417,0.25818,0.1173,0.0027901,0.38706,0.84139,0.71275,0.37421,0.00022287,0.7031,0.68737,0.8164,0.089773,0.8158,0.92429,0.27601,0.48044,0.75502,0.0078355,0.47242,0.37015,0.3293,0.8652,0.11744,0.075084,0.10763,0.73134,0.75745,0.25746,0.16626,0.66831,0.8632,0.62141,0.75917,0.81786,0.82057,0.98514,0.63916,0.56687,0.3809,0.044338,0.22685,0.88123,0.40858,0.47729,0.58185,0.38726,0.99167,0.55058,0.0096767,0.79395,0.58994,0.95168,0.06955,0.46214,0.62595,0.72861,0.65207,0.5632,0.70027,0.25162
0.49692,0.48668,0.47391,0.44255,0.77371,0.33109,0.27036,0.76008,0.33556,0.11821,0.25454,0.99319,0.24372,0.38306,0.75924,0.6085,0.84509,0.11552,0.41048,0.0051988,0.12897,0.29134,0.52967,0.87015,0.23733,0.52917,0.079322,0.69316,0.46573,0.31476,0.32426,0.70024,0.89382,0.93427,0.46193,0.209,0.22089,0.44468,0.55853,0.46849,0.80052,0.89096,0.96929,0.14704,0.9243,0.33254,0.7338,0.7187,0.65133,0.83973,0.68883,0.34776,0.23494,0.21002,0.022372,0.86239,0.83314,0.075361,0.42299,0.37813,0.19371,0.5909,0.14873,0.68271,0.14623,0.60302,0.1728,0.6365,0.36743,0.44431,0.34617,0.18608,0.80788,0.51726,0.085643,0.34505,0.53481,0.13322,0.89993,0.82757,0.68234,0.34995,0.7143,0.99603,0.4136,0.40335,0.87518,0.60922,0.65003,0.89576,0.4038,0.51055,0.10523,0.1553,0.51213,0.59886,0.48563,0.1128,0.50038,0.42217,0.70984,0.32708,0.35546,0.653,0.015337,0.28254,0.35204,0.2696,0.14088,0.15648,0.012464,0.05876,0.26573,0.29873,0.13727,0.72279,0.27412,0.21636,0.38117,0.43958,0.54175,0.30163,0.35904,0.12065,0.68796,0.30456,0.42951,0.44948,0.87767,0.19477,0.78509,0.10894,0.55393,0.10989,0.27337,0.24631,0.60716,0.35277,0.50925,0.29415,0.45242,0.59974,0.25114,0.19374,0.65091,0.57153,0.15991,0.22146,0.08728,0.14742,0.57674,0.31816,0.86138,0.33874,0.53232,0.11989,0.90328,0.46622,0.035965,0.075758,0.20384,0.16165,0.31408,0.41554,0.23156,0.040465,0.38682,0.82787,0.39832,0.9645,0.69284,0.2193,0.12939,0.47068,0.63593,0.08537,0.74705,0.12275,0.98113,0.68904,0.93279,0.78427,0.21432,0.75837,0.41118,0.91813,0.25338,0.57921,0.3462,0.53383,0.73173,0.92078,0.84857,0.27497,0.64225,0.31723,0.90144,0.095775,0.083561,0.96403
0.72633,0.78942,0.51159,0.25779,0.17829,0.29409,0.90098,0.84131,0.79446,0.2149,0.0083212,0.89884,0.046707,0.91553,0.17817,0.26029,0.44093,0.089706,0.50198,0.23061,0.091933,0.85331,0.08187,0.13875,0.6348,0.29301,0.88045,0.32761,0.46413,0.25478,0.88764,0.6378,0.71577,0.23491,0.29575,0.64109,0.55222,0.92147,0.96235,0.51461,0.6355,0.19001,0.23733,0.24624,0.093237,0.45087,0.13459,0.67948,0.63609,0.33988,0.35956,0.46397,0.50214,0.82173,0.48122,0.4296,0.71822,0.69673,0.59406,0.068257,0.29987,0.26561,0.70136,0.44996,0.91159,0.61284,0.87943,0.35487,0.61325,0.55418,0.31165,0.0093576,0.5542,0.35156,0.1867,0.63842,0.9046,0.97677,0.0031049,0.33703,0.33414,0.66985,0.18761,0.19783,0.69409,0.90354,0.84534,0.955,0.51223,0.66288,0.63617,0.099847,0.83429,0.78124,0.23489,0.79381,0.18213,0.91381,0.57771,0.72704,0.25173,0.67306,0.12278,0.31206,0.1093,0.16335,0.32613,0.077744,0.97581,0.59461,0.56713,0.98287,0.624,0.29309,0.39719,0.21094,0.43304,0.022056,0.95356,0.30977,0.21232,0.026682,0.97628,0.087198,0.33231,0.59316,0.93786,0.96404,0.33464,0.21039,0.34811,0.27374,0.13995,0.44003,0.78256,0.8968,0.13134,0.15911,0.45101,0.61328,0.68011,0.51805,0.32105,0.79748,0.021106,0.18615,0.36168,0.11782,0.2113,0.5148,0.89714,0.035876,0.31174,0.5751,0.47025,0.24158,0.96764,0.38496,0.34301,0.45374,0.87028,0.8095,0.86043,0.63891,0.29361,0.39339,0.23476,0.4327,0.67554,0.73838,0.12998,0.61444,0.19293,0.47683,0.50789,0.60757,0.72629,0.97089,0.84755,0.76833,0.96215,0.67791,0.0066279,0.13322,0.14542,0.66353,0.91659,0.22763,0.86382,0.28866,0.71794,0.12926,0.30014,0.15356,0.6102,0.018611,0.1667,0.55434,0.12116,0.71602
0.72367,0.94929,0.084547,0.3573,0.41754,0.13177,0.17651,0.64489,0.19609,0.84062,0.1627,0.11745,0.17772,0.16642,0.20736,0.71175,0.70057,0.41971,0.83961,0.2896,0.050833,0.89265,0.016274,0.92021,0.21446,0.63986,0.38899,0.83158,0.1924,0.26505,0.19348,0.38491,0.77232,0.78119,0.1757,0.64669,0.59344,0.63539,0.43855,0.84665,0.23441,0.55893,0.050869,0.60325,0.496,0.38427,0.41947,0.20459,0.97873,0.75623,0.46081,0.18581,0.83061,0.014948,0.63577,0.61866,0.55133,0.13165,0.94731,0.38646,0.9401,0.61098,0.48797,0.17421,0.25802,0.80994,0.55189,0.29055,0.24896,0.70806,0.822,0.95896,0.82839,0.61912,0.0065217,0.84761,0.65644,0.93315,0.61669,0.018751,0.36945,0.95527,0.64638,0.073428,0.39955,0.73419,0.38205,0.46025,0.65496,0.68893,0.63982,0.23448,0.31699,0.14958,0.4825,0.93141,0.78413,0.66588,0.08909,0.38661,0.13618,0.95635,0.22476,0.47915,0.78296,0.20172,0.37271,0.30978,0.10421,0.85337,0.76205,0.53293,0.49517,0.71095,0.81124,0.67273,0.8535,0.90019,0.58281,0.81956,0.13277,0.66625,0.73657,0.34334,0.25363,0.15579,0.91025,0.64851,0.63923,0.0055124,0.87548,0.90898,0.73443,0.85797,0.4615,0.90071,0.25546,0.44934,0.46461,0.42855,0.61507,0.57608,0.11101,0.6767,0.16576,0.76893,0.64562,0.55298,0.64752,0.75266,0.32193,0.32514,0.21037,0.52891,0.63742,0.82214,0.53297,0.38843,0.85129,0.23998,0.17523,0.0059016,0.29559,0.93839,0.40839,0.58277,0.43957,0.38948,0.017203,0.84659,0.51523,0.82363,0.59267,0.18037,0.60652,0.95412,0.7719,0.59121,0.57325,0.22646,0.48038,0.26845,0.22691,0.26848,0.12389,0.54405,0.38805,0.86321,0.72962,0.51266,0.0365,0.122,0.30398,0.12235,0.69515,0.48989,0.61647,0.61464,0.43087,0.54273
