0.86727,0.61025,0.78678,0.90937,0.95129,0.01222,0.61051,0.62032,0.10227,0.08003,0.8053,0.85689,0.53033,0.11727,0.15495,0.21205,0.95012,0.87528,0.59205,0.36491
0.75028,0.21005,0.41585,0.40884,0.2177,0.45478,0.89112,0.27704,0.79994,0.039857,0.78468,0.037432,0.753,0.43945,0.84745,0.12052,0.98013,0.074129,0.67286,0.23869
0.55785,0.47519,0.80969,0.95646,0.42666,0.28959,0.51398,0.82798,0.033258,0.54865,0.0057781,0.44493,0.99025,0.87684,0.98366,0.72917,0.62833,0.99439,0.9525,0.13914
0.10743,0.26373,0.50207,0.25265,0.69025,0.90557,0.84577,0.78961,0.86454,0.73002,0.48238,0.733,0.49153,0.40168,0.25853,0.69428,0.25677,0.4232,0.54865,0.36613
0.84441,0.30131,0.48058,0.33304,0.078766,0.98523,0.66701,0.99399,0.41238,0.55921,0.73557,0.52519,0.95804,0.30209,0.72423,0.8063,0.079945,0.57017,0.5309,0.072476
0.47673,0.96767,0.27281,0.53166,0.041496,0.69563,0.66335,0.55954,0.26044,0.23847,0.66551,0.89981,0.65867,0.98477,0.15816,0.25167,0.75717,0.90997,0.3792,0.57232
0.62007,0.30013,0.80434,0.73509,0.2017,0.56541,0.75405,0.73014,0.59804,0.0079928,0.052592,0.56839,0.11933,0.010966,0.92591,0.30465,0.95848,0.52293,0.87693,0.5565
0.25379,0.58006,0.71047,0.28172,0.10001,0.63945,0.759,0.74569,0.99071,0.85407,0.90978,0.0037261,0.47925,0.56068,0.82745,0.62876,0.3841,0.53082,0.039119,0.20483
0.076544,0.84523,0.36995,0.094102,0.14839,0.44711,0.48048,0.63365,0.3075,0.57633,0.87228,0.43235,0.604,0.29418,0.4036,0.74007,0.61654,0.82605,0.88629,0.033429
0.7967,0.44715,0.81632,0.63,0.62773,0.22377,0.33007,0.046251,0.034105,0.44784,0.17115,0.82228,0.745,0.98136,0.65752,0.070915,0.50074,0.27412,0.5191,0.36201
0.91984,0.46716,0.35011,0.60836,0.14283,0.11715,0.10047,0.38429,0.86629,0.083102,0.11729,0.10273,0.33729,0.38711,0.5016,0.48801,0.078199,0.78734,0.80705,0.9132
0.33394,0.9566,0.1443,0.81562,0.45594,0.38351,0.3234,0.93094,0.2004,0.99209,0.40252,0.48288,0.32175,0.38845,0.47406,0.9381,0.95949,0.67052,0.21053,0.075472
0.099623,0.54718,0.93157,0.62684,0.41555,0.82486,0.62881,0.33668,0.77348,0.47091,0.31824,0.24109,0.4197,0.53651,0.26655,0.040127,0.13785,0.17195,0.026244,0.4591
0.77533,0.43473,0.93405,0.38541,0.4838,0.77664,0.032164,0.58674,0.019658,0.4486,0.98532,0.027495,0.68143,0.41108,0.4549,0.89357,0.78511,0.32558,0.38833,0.59223
0.19856,0.57721,0.63054,0.22437,0.04313,0.81165,0.7192,0.037619,0.95275,0.7752,0.90431,0.6332,0.62492,0.069744,0.18268,0.55523,0.38385,0.54889,0.26526,0.87208
0.61858,0.083687,0.89845,0.55278,0.64694,0.79377,0.19632,0.99864,0.37895,0.69989,0.83509,0.67966,0.4445,0.33488,0.97606,0.71765,0.92989,0.97465,0.53004,0.67744
0.84167,0.043563,0.057819,0.82631,0.69843,0.57875,0.65078,0.13723,0.33609,0.44103,0.94475,0.037233,0.49167,0.32041,0.82317,0.96535,0.97819,0.82099,0.11362,0.85737
0.75016,0.79475,0.60773,0.14031,0.98193,0.49364,0.55773,0.44739,0.51015,0.76426,0.069083,0.31199,0.99718,0.61971,0.78417,0.85133,0.7603,0.217,0.26486,0.25843
0.83641,0.76433,0.29395,0.75552,0.79563,0.56295,0.44076,0.27238,0.84751,0.63319,0.10872,0.57837,0.96081,0.25276,0.48963,0.27899,0.36028,0.19808,0.11502,0.22562
0.17427,0.32042,0.26587,0.094879,0.82097,0.03863,0.3065,0.24444,0.3566,0.15569,0.33726,0.2704,0.67942,0.78931,0.025845,0.32064,0.60979,0.91988,0.76468,0.63988
