0.4452,0.58494,0.457,0.19064,0.92267,0.50359,0.88837,0.74121,0.19894,0.8258,0.75403,0.5059,0.14452,0.12191,0.28538,0.19321,0.52934,0.70949,0.45889,0.90457,0.46405,0.040155,0.23623,0.36421,0.027828,0.97879,0.89856,0.10093,0.17682,0.71131,0.42071,0.72381,0.55575,0.28271,0.88943,0.25491,0.63046,0.9897,0.60288,0.08712,0.75363,0.73297,0.095119,0.47374,0.52637,0.35681,0.37794,0.86838,0.20111,0.4792
0.71355,0.57111,0.5819,0.8253,0.69156,0.2825,0.6351,0.66988,0.091357,0.73692,0.97649,0.96753,0.71577,0.19187,0.71632,0.8179,0.70438,0.25797,0.44449,0.61131,0.32546,0.14238,0.6161,0.70422,0.82393,0.45724,0.79577,0.22542,0.81952,0.15344,0.52523,0.28547,0.6776,0.090623,0.067826,0.83191,0.93658,0.73352,0.91644,0.58589,0.56272,0.42949,0.97619,0.91039,0.24536,0.9356,0.019477,0.84308,0.75342,0.14134
0.88107,0.88563,0.3218,0.9102,0.76632,0.28893,0.33129,0.67544,0.69145,0.95985,0.41587,0.55861,0.55012,0.84059,0.14609,0.20306,0.67387,0.57807,0.85033,0.94437,0.11366,0.91835,0.064674,0.94501,0.81404,0.22082,0.70383,0.65895,0.069624,0.40223,0.69236,0.51318,0.56486,0.21484,0.85042,0.9988,0.23708,0.30708,0.2017,0.91945,0.42283,0.26831,0.096284,0.54445,0.67964,0.73403,0.24559,0.87762,0.15661,0.43948
0.90052,0.41436,0.065523,0.74907,0.70473,0.53872,0.54191,0.0010145,0.91391,0.87758,0.2157,0.43986,0.74596,0.76524,0.98931,0.83002,0.45237,0.35674,0.68205,0.9805,0.058547,0.30264,0.20348,0.1579,0.3916,0.88691,0.044701,0.81088,0.41677,0.46982,0.13716,0.38079,0.60812,0.28592,0.42199,0.78518,0.15397,0.91788,0.83809,0.5534,0.42516,0.074076,0.049986,0.019624,0.093938,0.93737,0.65996,0.011957,0.084334,0.38052
0.18865,0.087017,0.085516,0.28423,0.26841,0.032491,0.47836,0.9748,0.19033,0.29862,0.11018,0.26994,0.73266,0.68388,0.55275,0.43846,0.52574,0.95948,0.26176,0.83986,0.85123,0.90923,0.16356,0.86144,0.54372,0.068691,0.9699,0.1331,0.38127,0.13947,0.7313,0.54901,0.80067,0.24281,0.80784,0.37223,0.25123,0.30669,0.7858,0.46724,0.20991,0.3719,0.9031,0.37263,0.56963,0.097482,0.36469,0.4045,0.30377,0.94842
0.42322,0.41093,0.49425,0.011924,0.5629,0.12255,0.66181,0.95517,0.16529,0.28088,0.9313,0.39596,0.84152,0.74046,0.97417,0.91427,0.89609,0.063832,0.7797,0.79955,0.60676,0.851,0.9623,0.99474,0.55522,0.14042,0.26828,0.46366,0.84394,0.43443,0.55996,0.49882,0.31539,0.44976,0.11691,0.5284,0.41739,0.58964,0.036465,0.52008,0.13315,0.3262,0.39372,0.73552,0.67821,0.13273,0.17775,0.7343,0.007007,0.92566
0.40381,0.036988,0.53033,0.5047,0.70462,0.35743,0.41227,0.54874,0.19543,0.056021,0.75193,0.34948,0.28405,0.42752,0.26226,0.53571,0.51736,0.42099,0.17584,0.98589,0.1071,0.55248,0.080544,0.7596,0.13712,0.88892,0.67304,0.41266,0.12319,0.3757,0.27174,0.68419,0.65659,0.88532,0.95665,0.794,0.87949,0.18663,0.27463,0.89106,0.34968,0.2943,0.54138,0.67974,0.78316,0.0015037,0.29393,0.41098,0.99422,0.60598
0.15061,0.62873,0.75451,0.80228,0.36675,0.14145,0.16387,0.042906,0.86242,0.81222,0.43791,0.80363,0.17264,0.87483,0.27994,0.21147,0.6256,0.4067,0.16508,0.42471,0.50166,0.1058,0.8007,0.80562,0.18893,0.59591,0.38459,0.65366,0.14999,0.60436,0.22741,0.6053,0.6398,0.030523,0.93215,0.40897,0.30775,0.22112,0.3156,0.36325,0.26127,0.91304,0.58481,0.025954,0.6459,0.34335,0.36376,0.65182,0.52167,0.063428
0.063327,0.9946,0.68943,0.33635,0.92033,0.9229,0.28032,0.98337,0.45924,0.23392,0.1976,0.69498,0.21129,0.74173,0.11636,0.60418,0.80158,0.1115,0.42253,0.78971,0.25608,0.9757,0.87829,0.99774,0.28445,0.67949,0.45017,0.59426,0.77645,0.39685,0.043127,0.34051,0.13077,0.76446,0.50762,0.75696,0.80912,0.19366,0.047778,0.55476,0.27712,0.60005,0.0594,0.15425,0.73022,0.087923,0.066658,0.14126,0.88998,0.15172
0.27039,0.45386,0.042589,0.1733,0.27697,0.98205,0.59606,0.23946,0.91585,0.32866,0.94226,0.46029,0.76413,0.044581,0.48828,0.76132,0.65923,0.18731,0.40198,0.67436,0.91719,0.11254,0.28679,0.16894,0.37425,0.17579,0.26544,0.77747,0.62526,0.38182,0.76622,0.21805,0.75247,0.89777,0.87461,0.24008,0.26608,0.62695,0.29933,0.32662,0.51221,0.03344,0.43435,0.44731,0.35838,0.19227,0.36062,0.92108,0.55634,0.032725
0.71702,0.75794,0.20009,0.77957,0.19196,0.29442,0.54194,0.85705,0.15091,0.7513,0.7945,0.46448,0.86603,0.31623,0.045982,0.23599,0.24935,0.054462,0.80185,0.95766,0.47297,0.90798,0.60116,0.61677,0.46558,0.52506,0.62328,0.12357,0.61582,0.10409,0.040284,0.69637,0.49821,0.67015,0.66609,0.67726,0.11253,0.17052,0.54097,0.84904,0.96496,0.95926,0.088265,0.22875,0.57831,0.88306,0.59603,0.92443,0.41819,0.684
0.92217,0.36293,0.92193,0.89692,0.030548,0.57921,0.1283,0.72285,0.028574,0.6604,0.91565,0.4448,0.070254,0.36623,0.74258,0.68191,0.32324,0.67263,0.99941,0.88544,0.93801,0.34953,0.29207,0.21146,0.90449,0.50338,0.8681,0.22585,0.89704,0.90959,0.76747,0.91524,0.68786,0.80677,0.71515,0.30244,0.3891,0.71487,0.95416,0.1356,0.90315,0.68395,0.62646,0.080204,0.35878,0.3398,0.73183,0.45565,0.28272,0.30659
0.41602,0.29155,0.51053,0.17082,0.65408,0.50737,0.023239,0.66732,0.41707,0.31636,0.94355,0.08344,0.41763,0.25138,0.48067,0.71296,0.004351,0.44753,0.50976,0.45226,0.079177,0.53652,0.064245,0.85435,0.044128,0.79989,0.89627,0.61034,0.31688,0.022539,0.72548,0.87055,0.47012,0.35914,0.28808,0.43192,0.45408,0.4929,0.61663,0.45821,0.3894,0.41308,0.77423,0.3115,0.30771,0.44932,0.38938,0.32898,0.75828,0.66359
0.043534,0.51883,0.83141,0.88813,0.50551,0.42663,0.33063,0.23611,0.24821,0.083818,0.19468,0.30848,0.15466,0.0096461,0.49117,0.28538,0.37427,0.34347,0.66102,0.74271,0.339,0.27375,0.65163,0.75152,0.22908,0.14488,0.67945,0.86288,0.69377,0.99563,0.84947,0.6393,0.69991,0.82655,0.16447,0.67463,0.76054,0.81371,0.52584,0.65728,0.087057,0.031715,0.33377,0.16354,0.16834,0.024224,0.71622,0.80689,0.69593,0.81812
0.46786,0.86653,0.0025887,0.48289,0.36225,0.34426,0.95923,0.00090472,0.60356,0.56492,0.50289,0.079981,0.552,0.083953,0.80446,0.87717,0.31255,0.51659,0.31495,0.4466,0.20867,0.78084,0.12762,0.59223,0.62304,0.099101,0.11849,0.78476,0.58068,0.79875,0.041679,0.3277,0.80106,0.89754,0.46116,0.53064,0.9333,0.26229,0.71488,0.88919,0.1017,0.21534,0.36667,0.36829,0.24739,0.95638,0.23855,0.19015,0.99076,0.39897
0.63773,0.91562,0.80212,0.91869,0.33026,0.42387,0.27382,0.86409,0.6133,0.90021,0.068763,0.90701,0.05566,0.23585,0.55173,0.74494,0.45452,0.84867,0.42389,0.411,0.77608,0.79065,0.0068078,0.55963,0.57199,0.48277,0.31923,0.91824,0.35464,0.94554,0.79174,0.012862,0.92405,0.66616,0.66432,0.6187,0.5995,0.72326,0.71861,0.55498,0.92928,0.14988,0.10863,0.30828,0.46927,0.12884,0.17547,0.22826,0.19027,0.5466
0.44069,0.4414,0.25287,0.48085,0.03634,0.586,0.31808,0.36344,0.45872,0.81195,0.97375,0.15491,0.85445,0.62151,0.23337,0.39643,0.668,0.50667,0.68232,0.25907,0.12802,0.12844,0.27763,0.1667,0.12967,0.63221,0.78634,0.15725,0.14791,0.068758,0.48589,0.9895,0.69147,0.66884,0.45884,0.87764,0.49178,0.71732,0.92869,0.6222,0.84186,0.83285,0.99382,0.86932,0.38477,0.48197,0.5223,0.41618,0.58179,0.42194
0.78447,0.013938,0.48168,0.47997,0.93603,0.33301,0.047737,0.4997,0.68125,0.097938,0.37517,0.54528,0.17559,0.57295,0.78068,0.2217,0.64986,0.74674,0.07935,0.27896,0.81874,0.26962,0.44366,0.27649,0.34781,0.82915,0.87956,0.89591,0.045586,0.6844,0.79488,0.75057,0.79717,0.56607,0.54527,0.48476,0.055581,0.60479,0.50852,0.32565,0.84505,0.59639,0.30984,0.099798,0.90437,0.16896,0.92662,0.90715,0.71304,0.5926
0.56982,0.08653,0.81845,0.85798,0.12685,0.53467,0.51151,0.49159,0.9044,0.50026,0.10954,0.39096,0.50919,0.47245,0.029446,0.05827,0.00068755,0.99296,0.8357,0.95435,0.040154,0.7152,0.1175,0.4416,0.67325,0.19905,0.81431,0.17284,0.9555,0.79373,0.10976,0.93239,0.086084,0.58893,0.76315,0.44716,0.2433,0.24807,0.3145,0.82998,0.39816,0.78804,0.12201,0.32944,0.086145,0.88739,0.41785,0.053716,0.26988,0.88112
